x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,x21,y21,x22,y22,x23,y23,x24,y24,x25,y25,x26,y26,x27,y27,x28,y28,x29,y29,x30,y30,x31,y31,x32,y32
0.5364710688591003,0.15575772523880005,0.5381791591644287,0.14027142524719238,0.5407885909080505,0.14072659611701965,0.5432126522064209,0.14109264314174652,0.5277345180511475,0.13833986222743988,0.5219965577125549,0.1373906433582306,0.5156909227371216,0.13647273182868958,0.5391114354133606,0.1496732532978058,0.4969523549079895,0.1452479064464569,0.5381304025650024,0.17471632361412048,0.5239053964614868,0.1746433824300766,0.5640717148780823,0.2683575749397278,0.45210257172584534,0.2534332275390625,0.582308292388916,0.40681517124176025,0.43107423186302185,0.4065034091472626,0.6011700630187988,0.5292981863021851,0.4363541007041931,0.5358597040176392,0.6069600582122803,0.5722072720527649,0.4312726855278015,0.5746330618858337,0.6018889546394348,0.5702219009399414,0.44616490602493286,0.5719853639602661,0.5963500738143921,0.5574419498443604,0.4510433077812195,0.5622050166130066,0.5544326901435852,0.5385782718658447,0.4854659140110016,0.5426151752471924,0.5363101959228516,0.7297921776771545,0.4631776213645935,0.7445105910301208,0.5224265456199646,0.8903651833534241,0.44413289427757263,0.934874415397644,0.5085840225219727,0.9155803918838501,0.4350452423095703,0.9577974081039429,0.5683866143226624,0.9475365877151489,0.459738552570343,0.993870735168457
0.5368214249610901,0.1560831218957901,0.5384013056755066,0.1407410353422165,0.5410221815109253,0.14131158590316772,0.5434169173240662,0.14182205498218536,0.5278093814849854,0.13869771361351013,0.5220288634300232,0.13784006237983704,0.5157192945480347,0.1369887888431549,0.5390531420707703,0.1508292257785797,0.496940940618515,0.14557728171348572,0.5386477708816528,0.17542318999767303,0.5247054696083069,0.17483514547348022,0.563644289970398,0.2705356776714325,0.453118234872818,0.2520659565925598,0.5790508985519409,0.40733596682548523,0.43319231271743774,0.40555399656295776,0.6008557677268982,0.5288934111595154,0.43721359968185425,0.5363109707832336,0.6069306135177612,0.5715426802635193,0.4338228106498718,0.5760686993598938,0.6018460392951965,0.5700094103813171,0.4479598104953766,0.5729339122772217,0.5964261889457703,0.5574496984481812,0.453191339969635,0.5630785822868347,0.5547713041305542,0.5393106937408447,0.48586687445640564,0.5426009297370911,0.5370838642120361,0.7338241338729858,0.46280425786972046,0.7500380277633667,0.5221101641654968,0.8902369737625122,0.44368141889572144,0.9345601797103882,0.5074293613433838,0.9155582189559937,0.43392857909202576,0.9574841260910034,0.5682119727134705,0.9450104236602783,0.46154719591140747,0.9938849210739136
0.5370360612869263,0.1559751033782959,0.5385553240776062,0.14074404537677765,0.541267991065979,0.141326442360878,0.5437525510787964,0.1418657898902893,0.5278040766716003,0.1387050449848175,0.5220128297805786,0.1378786265850067,0.5156923532485962,0.1370617300271988,0.5392473340034485,0.15135394036769867,0.49695149064064026,0.1457320600748062,0.5394858121871948,0.17545637488365173,0.5252899527549744,0.17483502626419067,0.5637615323066711,0.27162665128707886,0.453608900308609,0.25203946232795715,0.5782777070999146,0.40760913491249084,0.43431130051612854,0.4054647982120514,0.6007097959518433,0.5288692116737366,0.4378119111061096,0.5364060997962952,0.6069347858428955,0.5712214112281799,0.43524307012557983,0.5762945413589478,0.6019081473350525,0.5699318647384644,0.44909733533859253,0.5730447769165039,0.5968143343925476,0.5575470328330994,0.45461201667785645,0.5632355213165283,0.5555170774459839,0.540352463722229,0.4865189492702484,0.5427646040916443,0.5376197695732117,0.7345760464668274,0.4625011384487152,0.7527590990066528,0.5214222073554993,0.8889483213424683,0.4439244270324707,0.9346646666526794,0.506831169128418,0.9135554432868958,0.43404635787010193,0.9576132297515869,0.5671441555023193,0.9425240159034729,0.4639943540096283,0.9944673776626587
0.5373645424842834,0.15576863288879395,0.5388565063476562,0.14070962369441986,0.5416715741157532,0.14131097495555878,0.544205367565155,0.14186328649520874,0.5278462171554565,0.13867776095867157,0.5220382809638977,0.1378696858882904,0.5157091617584229,0.13705816864967346,0.5395460724830627,0.15157970786094666,0.49699029326438904,0.14577683806419373,0.5402175784111023,0.1754538118839264,0.5259028673171997,0.17477408051490784,0.5639513731002808,0.2722175717353821,0.4541413187980652,0.2518777549266815,0.5780512690544128,0.40779802203178406,0.4344031810760498,0.4053894877433777,0.600697934627533,0.5288727879524231,0.4378647208213806,0.5364108681678772,0.6070000529289246,0.5711475610733032,0.4356005787849426,0.5766639113426208,0.60201495885849,0.5699313282966614,0.44942253828048706,0.5734542608261108,0.5971832871437073,0.5577639937400818,0.45494550466537476,0.5635606050491333,0.5555258393287659,0.5407713651657104,0.48652416467666626,0.5426647663116455,0.5378087759017944,0.7367616891860962,0.4624539017677307,0.7542613744735718,0.5205902457237244,0.8890121579170227,0.44397106766700745,0.9360533356666565,0.5053716897964478,0.9137012362480164,0.4342799186706543,0.9591260552406311,0.5671104192733765,0.9418693780899048,0.46464863419532776,0.996091902256012
0.5375329256057739,0.15557749569416046,0.5390194654464722,0.14067013561725616,0.5419024229049683,0.1412881463766098,0.5444737672805786,0.1418546885251999,0.5278618335723877,0.13865026831626892,0.5220456719398499,0.13785967230796814,0.5157128572463989,0.13705314695835114,0.539747416973114,0.15169858932495117,0.49701300263404846,0.1458054482936859,0.540630042552948,0.1754450649023056,0.5262331962585449,0.17470130324363708,0.5640506744384766,0.2725204825401306,0.4545549750328064,0.25169336795806885,0.5778826475143433,0.40799978375434875,0.43441733717918396,0.40533143281936646,0.6006909608840942,0.5288800001144409,0.43788400292396545,0.5364189147949219,0.6070631742477417,0.5711022615432739,0.43576979637145996,0.5769421458244324,0.6020985245704651,0.5699332356452942,0.4496261179447174,0.5737483501434326,0.5974473357200623,0.5579520463943481,0.45515021681785583,0.5638039708137512,0.5555257201194763,0.5410642027854919,0.4865294396877289,0.5425808429718018,0.5379827618598938,0.7380054593086243,0.46240243315696716,0.755179226398468,0.5200716257095337,0.8890740275382996,0.44398465752601624,0.9370588660240173,0.5043984651565552,0.9138447642326355,0.43438857793807983,0.960249662399292,0.5670952200889587,0.941460907459259,0.46494928002357483,0.997238278388977
0.5376497507095337,0.15556767582893372,0.539270281791687,0.14074648916721344,0.5422173738479614,0.1413978785276413,0.5448278188705444,0.14202862977981567,0.5279213786125183,0.13871966302394867,0.5220804214477539,0.13795137405395508,0.515741765499115,0.1371559351682663,0.540048360824585,0.15224558115005493,0.49703216552734375,0.14590153098106384,0.5407970547676086,0.17547696828842163,0.5263248085975647,0.17467454075813293,0.5640677213668823,0.2725133001804352,0.45502910017967224,0.2513614892959595,0.5778034329414368,0.4079626798629761,0.43475037813186646,0.4051508605480194,0.6004362106323242,0.5288702845573425,0.4379039406776428,0.5365064144134521,0.6069750785827637,0.5710713863372803,0.4359762668609619,0.5769796967506409,0.6020592451095581,0.5699517726898193,0.44973745942115784,0.5737888813018799,0.5974509716033936,0.5581798553466797,0.4552425444126129,0.5638731122016907,0.5555566549301147,0.5408424139022827,0.48661747574806213,0.5416737198829651,0.538115382194519,0.7378559708595276,0.46238988637924194,0.7548812627792358,0.5209370255470276,0.8901994824409485,0.4437827467918396,0.9333568811416626,0.5044387578964233,0.9146826267242432,0.4333445131778717,0.9566737413406372,0.5670931935310364,0.9413650631904602,0.46497488021850586,0.9961956143379211
0.5379385948181152,0.15575408935546875,0.5395249724388123,0.14099058508872986,0.5424484014511108,0.14166203141212463,0.5450187921524048,0.14232780039310455,0.528107225894928,0.13897904753684998,0.5222431421279907,0.13824768364429474,0.5159156322479248,0.13748915493488312,0.5400853157043457,0.15250270068645477,0.4971281886100769,0.14605426788330078,0.5410112738609314,0.17565347254276276,0.526729941368103,0.17475272715091705,0.5642161965370178,0.2725736200809479,0.4552184045314789,0.2513613998889923,0.5777857899665833,0.40798139572143555,0.434718519449234,0.4055170714855194,0.6003590822219849,0.5288960337638855,0.43807554244995117,0.5367922186851501,0.6069716811180115,0.5710601210594177,0.4361838400363922,0.5772445797920227,0.6020658612251282,0.5699536204338074,0.4500512480735779,0.5739626288414001,0.5975217819213867,0.5583025813102722,0.45562729239463806,0.5640813708305359,0.5559163689613342,0.5423675775527954,0.48715895414352417,0.5426304936408997,0.5390664339065552,0.7387992739677429,0.4623234272003174,0.7554600834846497,0.5220455527305603,0.8914253115653992,0.4437425136566162,0.9335067272186279,0.5056862831115723,0.9159650206565857,0.4328227639198303,0.9568081498146057,0.568839430809021,0.9410580992698669,0.4648957848548889,0.9961835145950317
0.5381124019622803,0.1557508111000061,0.5396300554275513,0.14099685847759247,0.5425914525985718,0.1416679322719574,0.5451903343200684,0.14233486354351044,0.5281280875205994,0.1390196830034256,0.522267758846283,0.13832266628742218,0.5159531235694885,0.13760685920715332,0.5402575135231018,0.15255692601203918,0.49730244278907776,0.1461866945028305,0.5414100289344788,0.1756894290447235,0.5269978046417236,0.17475546896457672,0.5644888877868652,0.2728959619998932,0.4555591642856598,0.25151482224464417,0.5783011317253113,0.4080236256122589,0.43473973870277405,0.40558987855911255,0.6004127264022827,0.5289486050605774,0.43823280930519104,0.5367892980575562,0.6071094274520874,0.5710611939430237,0.43637925386428833,0.5772941708564758,0.6021824479103088,0.5700018405914307,0.4501810669898987,0.5739731192588806,0.5977416634559631,0.5585291981697083,0.455768346786499,0.5640939474105835,0.5561192035675049,0.5428903698921204,0.4874308705329895,0.5428293943405151,0.5390570163726807,0.738611102104187,0.46211639046669006,0.755408525466919,0.5216782689094543,0.8912050127983093,0.4434247612953186,0.9334583282470703,0.5054252743721008,0.91596919298172,0.43202075362205505,0.9568457007408142,0.5688193440437317,0.9404001235961914,0.46484285593032837,0.9965019226074219
0.5380761027336121,0.15575414896011353,0.539631724357605,0.14102481305599213,0.5426243543624878,0.1417066603899002,0.5452653169631958,0.1423848420381546,0.5280417799949646,0.1390344202518463,0.5221598148345947,0.13833779096603394,0.5158470273017883,0.13761036098003387,0.5404348969459534,0.15269917249679565,0.4972783923149109,0.14619320631027222,0.5414243340492249,0.17573444545269012,0.5269763469696045,0.17475488781929016,0.5644930005073547,0.2733295261859894,0.4556199908256531,0.25144898891448975,0.578158974647522,0.4081621468067169,0.4346732497215271,0.4055935740470886,0.600509524345398,0.5288185477256775,0.4382316470146179,0.5369570851325989,0.607429027557373,0.5707404613494873,0.4364800453186035,0.5773846507072449,0.6024570465087891,0.5698765516281128,0.45016732811927795,0.5741205811500549,0.5980545282363892,0.5585271716117859,0.45575395226478577,0.5642699599266052,0.5562133193016052,0.5424264073371887,0.4874339699745178,0.5417864918708801,0.5395627021789551,0.7370014190673828,0.46215730905532837,0.7536731958389282,0.5211063027381897,0.8901903629302979,0.4435662627220154,0.9319108724594116,0.505291759967804,0.9146903157234192,0.43215471506118774,0.9564056396484375,0.5686286687850952,0.9400930404663086,0.4649958610534668,0.9960373044013977
0.5381474494934082,0.15575145184993744,0.539762556552887,0.1410534381866455,0.542786180973053,0.14175990223884583,0.5454403758049011,0.14247658848762512,0.5280994176864624,0.13904158771038055,0.5222233533859253,0.1383398175239563,0.5159355401992798,0.1376085728406906,0.5406571626663208,0.15280216932296753,0.4974993169307709,0.14611896872520447,0.5415381789207458,0.17574542760849,0.5270525217056274,0.17473559081554413,0.564494252204895,0.2732846140861511,0.4557662606239319,0.25087010860443115,0.5779887437820435,0.4080919325351715,0.434659868478775,0.40554168820381165,0.6001958250999451,0.5290175080299377,0.43823176622390747,0.5373688340187073,0.6072237491607666,0.5707854628562927,0.436514288187027,0.5777648091316223,0.602441668510437,0.5699491500854492,0.4501565396785736,0.5747057199478149,0.5980551242828369,0.5586584806442261,0.45574069023132324,0.5648695826530457,0.5562911033630371,0.5424067974090576,0.4875817894935608,0.5416507720947266,0.5395756959915161,0.7370870113372803,0.4622139036655426,0.7536556124687195,0.5210043787956238,0.8911632895469666,0.4441644549369812,0.9309001564979553,0.5053035020828247,0.9150752425193787,0.43298402428627014,0.9550334215164185,0.5685811638832092,0.9401309490203857,0.46479883790016174,0.9954103827476501
